Level	Date and Time	Source	Event ID	Task Category
Information	3/6/2019 7:18:26 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 7:18:26 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/6/2019 6:18:26 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 6:18:26 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/6/2019 5:18:26 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 5:18:26 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/6/2019 4:18:26 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 4:18:26 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/6/2019 3:18:26 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 3:18:26 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Warning	3/6/2019 3:10:18 AM	Microsoft-Windows-Windows Defender	1002	None	"Windows Defender Antivirus scan has been stopped before completion.
 	Scan ID: {F074436E-0728-48C6-AB0F-536D45C6BECE}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
  	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 3:07:42 AM	Microsoft-Windows-Windows Defender	1000	None	"Windows Defender Antivirus scan has started.
 	Scan ID: {F074436E-0728-48C6-AB0F-536D45C6BECE}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
 	Scan Resources: 
 	User: NT AUTHORITY\SYSTEM"
Warning	3/6/2019 3:01:04 AM	Microsoft-Windows-Windows Defender	1002	None	"Windows Defender Antivirus scan has been stopped before completion.
 	Scan ID: {A5D59BA3-651E-4F60-9557-06989CE48FA0}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
  	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 2:58:13 AM	Microsoft-Windows-Windows Defender	1000	None	"Windows Defender Antivirus scan has started.
 	Scan ID: {A5D59BA3-651E-4F60-9557-06989CE48FA0}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
 	Scan Resources: 
 	User: NT AUTHORITY\SYSTEM"
Warning	3/6/2019 2:48:59 AM	Microsoft-Windows-Windows Defender	1002	None	"Windows Defender Antivirus scan has been stopped before completion.
 	Scan ID: {5A81AC85-50DE-4724-AF04-BBA407A01FE3}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
  	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 2:47:52 AM	Microsoft-Windows-Windows Defender	1000	None	"Windows Defender Antivirus scan has started.
 	Scan ID: {5A81AC85-50DE-4724-AF04-BBA407A01FE3}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
 	Scan Resources: 
 	User: NT AUTHORITY\SYSTEM"
Warning	3/6/2019 2:33:22 AM	Microsoft-Windows-Windows Defender	1002	None	"Windows Defender Antivirus scan has been stopped before completion.
 	Scan ID: {C62AB0A8-CD7E-4C83-810F-82433B24A3BC}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
  	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 2:31:29 AM	Microsoft-Windows-Windows Defender	1000	None	"Windows Defender Antivirus scan has started.
 	Scan ID: {C62AB0A8-CD7E-4C83-810F-82433B24A3BC}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
 	Scan Resources: 
 	User: NT AUTHORITY\SYSTEM"
Warning	3/6/2019 2:25:46 AM	Microsoft-Windows-Windows Defender	1002	None	"Windows Defender Antivirus scan has been stopped before completion.
 	Scan ID: {3DB04991-41FB-48F9-A17E-5871498945D9}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
  	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 2:19:40 AM	Microsoft-Windows-Windows Defender	1013	None	"Windows Defender Antivirus has removed history of malware and other potentially unwanted software.
 	Time: 2019/2/19 2:19:40
 	User: NT AUTHORITY\SYSTEM
"
Information	3/6/2019 2:19:40 AM	Microsoft-Windows-Windows Defender	1000	None	"Windows Defender Antivirus scan has started.
 	Scan ID: {3DB04991-41FB-48F9-A17E-5871498945D9}
 	Scan Type: Antimalware
 	Scan Parameters: Quick Scan
 	Scan Resources: 
 	User: NT AUTHORITY\SYSTEM"
Information	3/6/2019 2:18:26 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 2:18:26 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/6/2019 1:18:26 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 1:18:26 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/6/2019 12:18:26 AM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/6/2019 12:18:26 AM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/5/2019 11:18:26 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/5/2019 11:18:26 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/5/2019 10:18:26 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/5/2019 10:18:26 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/5/2019 9:18:26 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
Information	3/5/2019 9:18:26 PM	Microsoft-Windows-Windows Defender	1150	None	"Endpoint Protection client is up and running in a healthy state.
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Signature version: 1.289.489.0
"
Information	3/5/2019 7:58:24 PM	Microsoft-Windows-Windows Defender	1151	None	"Endpoint Protection client health report (time in UTC):
 	Platform version: 4.18.1902.2
 	Engine version: 1.1.15700.9
 	Network Realtime Inspection engine version: 1.1.15700.9
 	Antivirus signature version: 1.289.489.0
 	Antispyware signature version: 1.289.489.0
 	Network Realtime Inspection signature version: 1.289.489.0
 	RTP state: Enabled
 	OA state: Enabled
 	IOAV state: Enabled
 	BM state: Enabled
 	Antivirus signature age: 0
 	Antispyware signature age: 0
 	Last quick scan age: 2
 	Last full scan age: 4294967295
 	Antivirus signature creation time: 2019/3/5 8:01:53
 	Antispyware signature creation time: 2019/3/5 8:01:53
 	Last quick scan start time: 2019/3/3 4:25:44
 	Last quick scan end time: 2019/3/3 4:40:45
 	Last quick scan source: 2
 	Last full scan start time: 1601/1/1 0:00:00
 	Last full scan end time: 1601/1/1 0:00:00
 	Last full scan source: 0
 	Product status: 0x00080000
"
